Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8,Skill9,Skill10,Skill11,Skill12,Skill13,Surplus,persoon1,persoon2,persoon3,persoon4,persoon5,persoon6,Aantalpersonen,sum
1,1,1,1,1,1,1,1,1,1,1,1,1,20,6,4,3,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,6,5,4,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,3,2,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,5,2,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,5,3,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,6,2,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,6,5,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,4,3,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,5,4,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,6,4,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,7,2,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,7,3,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,7,5,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,7,6,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,9,7,4,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,7,3,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,7,5,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,7,5,3,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,7,6,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,7,6,5,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,8,7,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,8,7,3,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,8,7,5,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,8,7,6,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,10,9,7,4,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,7,4,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,7,5,3,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,7,6,5,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,7,6,5,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,8,7,3,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,8,7,5,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,8,7,5,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,8,7,6,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,8,7,6,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,8,7,6,5,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,9,2,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,9,3,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,9,5,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,9,6,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,9,7,5,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,9,8,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,9,8,7,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,7,4,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,9,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,9,3,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,9,5,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,9,6,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,10,9,8,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,3,2,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,5,2,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,5,3,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,6,2,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,6,5,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,7,5,4,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,7,5,4,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,8,2,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,8,3,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,8,5,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,8,6,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,8,7,4,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,8,7,4,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,9,4,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,10,3,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,10,5,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,10,5,3,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,10,6,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,10,6,5,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,10,8,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,10,8,3,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,10,8,5,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,10,8,6,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,10,9,4,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,4,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,5,3,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,6,5,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,6,5,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,8,3,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,8,5,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,8,5,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,8,6,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,8,6,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,8,6,5,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,9,5,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,9,8,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,11,10,4,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,4,3,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,5,4,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,5,4,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,6,4,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,6,4,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,6,5,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,8,4,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,8,4,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,8,5,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,8,6,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,10,4,3,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,10,5,4,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,10,5,4,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,10,6,4,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,10,6,4,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,10,6,5,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,10,7,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,10,7,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,10,7,5,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,10,7,6,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,10,8,4,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,10,8,4,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,10,8,5,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,10,8,6,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,10,8,7,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,11,10,9,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,12,10,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,12,10,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,12,10,5,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,12,10,6,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,12,10,8,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,4,3,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,5,4,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,5,4,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,6,4,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,6,4,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,6,5,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,8,4,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,8,4,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,8,5,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,8,6,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,10,4,3,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,10,5,4,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,10,5,4,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,10,6,4,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,10,6,4,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,10,6,5,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,10,7,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,10,7,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,10,7,5,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,10,7,6,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,10,8,4,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,10,8,4,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,10,8,5,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,10,8,6,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,10,8,7,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,11,10,9,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,12,10,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,12,10,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,12,10,5,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,12,10,6,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,12,10,8,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,4,3,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,5,4,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,5,4,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,6,4,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,6,4,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,6,5,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,8,4,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,8,4,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,8,5,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,8,6,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,10,4,3,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,10,5,4,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,10,5,4,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,10,6,4,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,10,6,4,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,10,6,5,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,10,7,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,10,7,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,10,7,5,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,10,7,6,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,10,8,4,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,10,8,4,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,10,8,5,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,10,8,6,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,10,8,7,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,11,10,9,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,12,10,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,12,10,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,12,10,5,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,12,10,6,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,12,10,8,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,6,5,3,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,8,5,3,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,8,6,3,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,8,6,5,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,4,3,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,5,4,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,5,4,3,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,6,4,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,6,4,3,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,6,5,4,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,7,2,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,7,5,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,8,4,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,8,4,3,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,8,5,4,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,8,6,4,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,8,7,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,9,7,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,9,7,5,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,10,9,8,7,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,4,3,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,5,4,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,6,4,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,7,2,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,7,3,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,7,5,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,7,6,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,8,7,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,9,7,5,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,9,7,5,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,9,7,6,5,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,9,8,7,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,9,8,7,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,9,8,7,5,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,9,8,7,6,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,7,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,7,3,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,7,5,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,7,6,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,10,8,7,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,7,4,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,9,2,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,9,5,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,9,8,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,10,7,4,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,10,9,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,10,9,5,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,10,9,8,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,2,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,3,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,5,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,6,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,7,5,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,8,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,8,7,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,9,5,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,9,5,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,9,6,5,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,9,8,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,9,8,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,9,8,5,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,9,8,6,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,10,2,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,10,3,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,10,5,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,10,6,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,12,11,10,8,2,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,5,3,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,6,3,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,6,5,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,6,5,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,8,3,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,8,5,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,8,5,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,8,6,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,8,6,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,8,6,5,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,9,4,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,9,4,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,9,5,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,9,6,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,9,8,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,4,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,5,3,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,6,3,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,6,5,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,6,5,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,8,3,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,8,5,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,8,5,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,8,6,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,8,6,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,8,6,5,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,9,4,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,9,4,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,9,5,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,9,6,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,9,7,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,10,9,8,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,11,4,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,11,4,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,11,5,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,11,6,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,11,8,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,11,10,4,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,11,10,4,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,11,10,5,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,11,10,6,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,11,10,7,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,11,10,8,4,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,12,10,9,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,13,12,11,10,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,5,3,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,6,3,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,6,5,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,6,5,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,8,3,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,8,5,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,8,5,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,8,6,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,8,6,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,8,6,5,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,9,4,1,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,9,4,3,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,9,5,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,9,6,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,9,8,4,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,10,4,2,0,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,10,5,3,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,10,6,3,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,10,6,5,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,10,6,5,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,10,8,3,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,10,8,5,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,10,8,5,3,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,10,8,6,1,20,5,13
1,1,1,1,1,1,1,1,1,1,1,1,1,21,14,10,8,6,3,20,5,13
